index,ax,ay,az,gx,gy,gz
1,0.32568359375,-0.226318359375,-0.98681640625,1.3515625,2.5546875,0.3515625
2,0.34375,-0.278564453125,-0.8759765625,3.15625,0.21875,-9.34375
3,0.34228515625,-0.2353515625,-0.891357421875,-7,2.78125,5.625
4,0.406982421875,-0.21240234375,-0.947998046875,4.421875,0.5,0.734375
5,0.37109375,-0.177490234375,-0.917724609375,7.125,-6.34375,1.5390625
6,0.3759765625,-0.401123046875,-0.83642578125,-7.59375,-8.2578125,-23.4765625
7,0.09814453125,-0.484130859375,-0.066162109375,-113.40625,-52.0234375,37.328125
8,0.00830078125,0.007568359375,-0.035888671875,-256,45.421875,-123.9140625
9,0.010986328125,0.0009765625,-0.0634765625,-256,98.0390625,-130.828125
10,-2.204345703125,2.603515625,1.99609375,-256,167.7890625,-195.5546875
11,-0.07958984375,1.1689453125,-0.375244140625,-256,-133.4921875,110.8203125
12,-0.11474609375,1.30029296875,0.0966796875,-256,-158.2421875,255.9921875
13,2.07666015625,-2.5185546875,0.40234375,-256,2.9609375,255.9921875
14,-0.6748046875,-1.0263671875,-0.10009765625,-165.03125,138.6171875,237.90625
15,-0.484619140625,-0.64501953125,-0.221923828125,-233.2265625,195.2578125,71.703125
16,0.36279296875,0.495849609375,-2.361328125,-256,255.9921875,-58.5
17,0.119873046875,0.16796875,-1.401123046875,-101.5234375,50.7109375,-6.6875
18,0.056884765625,0.0322265625,-0.957763671875,3.4765625,3.8515625,-2.234375
19,0.025146484375,-0.019287109375,-0.9404296875,5.359375,-6.0859375,-2.2578125
20,0.012939453125,-0.00732421875,-0.99267578125,4.7734375,-3.46875,-2.171875
21,-0.593505859375,0.72412109375,0.422119140625,-35.25,18.765625,-8.1953125
22,-0.613525390625,0.7861328125,0.32421875,-34.2734375,46.7421875,-39.3828125
23,-0.521484375,0.8291015625,0.195068359375,-8.75,27.84375,48.140625
24,-0.82861328125,0.593017578125,0.345703125,-90.7890625,108.4765625,-25.71875
25,-0.844482421875,0.2275390625,0.057861328125,-50.296875,255.9921875,-61.296875
26,0.061279296875,-1.2236328125,-4.40234375,-134.4140625,184.8828125,-144.7734375
27,7.999755859375,-8,-4.828125,74.21875,-256,-256
28,2.83935546875,2.6748046875,-1.017333984375,26.7734375,-256,-256
29,-0.48583984375,0.701904296875,-0.170654296875,-256,-256,-256
30,-0.134033203125,0.6728515625,-0.156982421875,-256,-256,-255.2421875
31,0.09619140625,0.504638671875,-0.154541015625,-256,207.1015625,-249.9609375
32,0.04638671875,0.017822265625,-0.169677734375,-256,255.9921875,-256
33,-0.5595703125,-0.056884765625,-0.070068359375,-50.0625,255.9921875,-256
34,-0.04541015625,0.001220703125,0.061279296875,-53.265625,-88.7734375,151.125
35,2.276123046875,3.083740234375,0.2158203125,-149.8046875,47.359375,-26.828125
36,0.046875,1.364990234375,0.80859375,-256,107.890625,-181.1171875
37,0.197021484375,0.324951171875,1.070068359375,115.40625,-31.265625,-9.3359375
38,0.051025390625,0.2236328125,0.939208984375,0.4375,-5.9375,-2.6484375
39,0.12060546875,0.133056640625,1.0341796875,4.5,-4.6875,-1.6875
40,0.119384765625,0.186767578125,1.0244140625,5.0625,-2.6953125,-1.8515625
41,0.08837890625,0.1455078125,0.995361328125,3.5703125,-3.8671875,-1.8203125
42,0.127685546875,0.14453125,0.956787109375,4.59375,-2.6875,-2.546875
43,-0.37158203125,-0.5693359375,0.52880859375,37.046875,18.140625,19.7734375
44,-0.22119140625,-0.224365234375,0.122802734375,28.875,12.2890625,8.515625
45,0.03173828125,0.019775390625,0.023193359375,129.5859375,-53.171875,-15.921875
46,0.025634765625,0.02587890625,0.105712890625,137.875,-75.046875,-16.46875
47,0.067138671875,-0.020751953125,0.0966796875,145.9765625,-113.3125,-18.6015625
48,-0.02001953125,-0.03125,0.126953125,124.1171875,-146.8203125,-21.3515625
49,-0.023193359375,-0.04150390625,0.052001953125,-49.046875,215.8984375,-39.8984375
50,0.0068359375,0.027099609375,-0.00634765625,-13.6640625,177.6875,-29.234375
51,-0.01318359375,0.01611328125,0.005126953125,-3.78125,175.8203125,-32.0546875
52,0.00830078125,0.04345703125,-0.0185546875,7.9609375,167.7109375,-30.140625
53,-0.1494140625,0.186767578125,-0.02099609375,-256,255.9921875,255.9921875
54,2.465087890625,3.58447265625,-0.34716796875,-252.8515625,52.75,226.6875
55,0.219970703125,1.509521484375,0.4169921875,133.375,255.9921875,-186.7265625
56,-0.383056640625,0.784423828125,0.255859375,-5.1484375,-97.71875,-50.515625
57,0.076904296875,1.009033203125,0.218017578125,2.5859375,1.3046875,218.6484375
58,0.03564453125,1.01806640625,0.185546875,2.3828125,-3.671875,-1.7421875
59,0.05712890625,0.955078125,0.20166015625,2.46875,-2.796875,-1.578125
60,0.06298828125,1.00927734375,0.22802734375,4.2890625,-4.734375,-1.7890625
