index,ax,ay,az,gx,gy,gz
1,0.693603515625,0.549560546875,-0.78271484375,45.2734375,163.8359375,23.6640625
2,0.61279296875,0.68896484375,-0.856689453125,195.0859375,194.0234375,64.59375
3,0.83740234375,0.63427734375,-0.275390625,184.2265625,220.8359375,-89.828125
4,1.522705078125,-0.81591796875,1.19091796875,255.9921875,147.1640625,-16.9296875
5,-2.804443359375,-2.31787109375,7.272705078125,255.9921875,-141.8828125,255.9921875
6,-0.345458984375,-0.0048828125,-0.1611328125,-256,255.9921875,255.9921875
7,-8,-8,-8,255.9921875,94.203125,152.7734375
8,-0.145263671875,0.892822265625,-0.402587890625,-256,46.78125,112.84375
9,-0.42431640625,0.157470703125,-1.351806640625,58.8984375,-92.5859375,-13.3046875
10,-0.270263671875,0.380615234375,-0.85791015625,5.3984375,-4.75,-3.140625
11,-0.200439453125,0.3916015625,-0.85107421875,4.4921875,-2.875,-3.8671875
12,-0.318115234375,0.400146484375,-0.875732421875,4.96875,-2.90625,-1.765625
13,-0.222900390625,0.40576171875,-0.881103515625,4.6875,-5.5859375,-2.046875
14,-0.286865234375,0.416748046875,-0.92822265625,4.7734375,-3.0625,-1.46875
15,-0.282470703125,0.376953125,-0.880615234375,3.125,-2.890625,-2.078125
16,-0.2880859375,0.38232421875,-0.885009765625,4.9765625,-2.875,-2.796875
17,-0.27294921875,0.30712890625,-0.857421875,5.0390625,-5.0625,-3.40625
18,-0.3291015625,0.414306640625,-0.915283203125,5.4609375,-4.78125,-1.4375
19,-0.26513671875,0.41650390625,-0.885498046875,4.828125,-5.5390625,-2.9453125
20,-0.28955078125,0.413330078125,-0.909423828125,2.96875,-4.0546875,-2.625
21,-0.2470703125,0.390380859375,-0.8564453125,4.2890625,-3.734375,-2.3359375
