index,ax,ay,az,gx,gy,gz
index,ax,ay,az,gx,gy,gz
1,-0.46484375,0.347412109375,-0.834228515625,0.40625,-2.0859375,-0.5
2,-0.40283203125,0.30224609375,-0.810302734375,5.8828125,-2.734375,-2.375
3,-0.436279296875,0.382080078125,-0.754638671875,15.5859375,-51.1328125,-2
4,-0.258544921875,0.697021484375,-0.2685546875,72.53125,-90.90625,-48.6015625
5,-0.022216796875,-0.01513671875,0.026123046875,118.3984375,-256,-186.6640625
6,-0.015625,0.03369140625,-0.017333984375,37.4453125,-256,-185.7265625
7,-0.037109375,-0.013916015625,0.033447265625,-25.4140625,-256,-181.4453125
8,-1.767822265625,2.01123046875,-0.41650390625,-256,-256,-256
9,-0.89501953125,0.036376953125,-0.122802734375,-256,255.9921875,-256
10,-0.718505859375,1.450439453125,-0.3798828125,255.9921875,32.75,-256
11,-0.802978515625,0.042724609375,-0.382568359375,255.9921875,-256,-256
12,-0.3994140625,-0.116455078125,-0.093994140625,255.9921875,-256,-110.3203125
13,-0.54833984375,-0.197021484375,0.073486328125,255.9921875,-256,-256
14,0.02294921875,-0.905029296875,-0.25927734375,-256,-90.6015625,-94.90625
15,0.2099609375,-0.586669921875,-0.5205078125,80.609375,-86.3359375,16.578125
16,0.136474609375,-0.748046875,-0.659912109375,8.90625,-8.125,-1.5546875
17,0.10546875,-0.770263671875,-0.5712890625,4.015625,-2.609375,-0.671875
18,0.11279296875,-0.725830078125,-0.638427734375,4.71875,-3.6640625,-2.7578125
19,0.13330078125,-0.773193359375,-0.674072265625,4.84375,-3.2734375,-3.34375
20,0.057373046875,-0.707763671875,-0.635986328125,4.375,-4.2109375,-2.5546875
21,0.095703125,-0.749267578125,-0.64404296875,4.921875,-3.96875,-3.4296875
22,0.093017578125,-0.7431640625,-0.6416015625,4.265625,-5.6328125,-3.515625
