index,ax,ay,az,gx,gy,gz
1,0.955078125,-0.50244140625,0.127197265625,23.2734375,-18.1015625,1.7265625
2,1.083984375,-0.326416015625,0.075439453125,85.25,-51.8359375,-43.1875
3,1.5947265625,0.127685546875,-1.18798828125,201.5,-95.890625,-13.0390625
4,-0.0380859375,-0.01953125,-0.040283203125,255.9921875,-256,255.9921875
5,0.053955078125,0.271728515625,-0.12158203125,255.9921875,-256,240.6875
6,-0.017822265625,0.36767578125,-0.07861328125,255.9921875,112.203125,189.6484375
7,-0.1259765625,0.433837890625,-0.01123046875,255.9921875,255.9921875,255.1171875
8,-0.27880859375,0.29736328125,-0.024169921875,255.9921875,255.9921875,255.9921875
9,-0.272705078125,0.08984375,0.068359375,-256,255.9921875,255.9921875
10,-0.00732421875,-0.015625,-0.006591796875,217.203125,5.28125,-73.9375
11,0.0205078125,0.03515625,0.00439453125,218.5390625,-13.9453125,-77.578125
12,0.1591796875,3.461181640625,0.877197265625,65.6796875,222.5625,-256
13,-0.14501953125,-0.446533203125,0.47216796875,-256,-144,-75.6484375
14,-0.031494140625,-0.259521484375,0.910888671875,-58.2421875,-40.1015625,0.1875
15,0.093505859375,0.015625,1.036376953125,5.453125,-6.59375,-3.1015625
16,0.17431640625,0.053955078125,1.016845703125,5.03125,-3.515625,-2.4140625
17,0.139404296875,0.0029296875,0.990478515625,3.671875,-4.3203125,-2.40625
18,0.126708984375,-0.00048828125,0.986572265625,3.5546875,-4.375,-2.4765625
19,0.12451171875,-0.04638671875,1.021484375,6.2890625,-3.90625,-4.421875
20,0.126220703125,-0.034423828125,0.98388671875,6.484375,-3.578125,-2.5625
