1,-0.1650390625,-0.06298828125,1.050048828125,6.5078125,6.1953125,-6.140625
2,-0.154541015625,-0.076171875,0.985595703125,15.078125,1.9140625,0.796875
3,-0.107177734375,0.076171875,0.701904296875,112.1171875,53.6484375,2.9765625
4,-0.04345703125,0.380126953125,0.717041015625,135.7265625,41.015625,11.5625
5,-0.455322265625,0.640869140625,1.1162109375,67.7578125,92.1484375,28.03125
6,-1.79833984375,0.36767578125,2.571044921875,24.8984375,-86.84375,43.1796875
7,-2.27734375,0.938720703125,0.882080078125,142.640625,-256,164.984375
8,-0.1181640625,-0.00732421875,-0.107421875,213.3828125,-256,32.5546875
9,-0.081298828125,0.008056640625,-0.041748046875,224.15625,-256,3.7421875
10,-0.075439453125,-0.06787109375,0.01025390625,225.0546875,-256,-22.6875
11,-0.110595703125,0.00537109375,-0.003173828125,197.8359375,-256,-50.3515625
12,-0.0595703125,0.087646484375,-0.0458984375,118.5625,-256,-67.609375
13,-8,-3.862060546875,-8,255.9921875,-256,-256
14,-0.072998046875,0.08837890625,-0.0341796875,2.3984375,-256,-118.359375
15,-0.09228515625,0.0947265625,-0.008056640625,-100.2734375,-256,-106.171875
16,-0.254638671875,3.02783203125,4.458251953125,255.9921875,255.9921875,-118.171875
17,-0.547607421875,-0.295166015625,1.452392578125,-83.109375,-256,-28.6640625
18,0.03076171875,0.09521484375,0.956298828125,7.0859375,11.265625,-3.7109375
19,-0.052734375,0.052490234375,0.986328125,4.5703125,-4.0234375,-2.390625
20,-0.043212890625,0.006103515625,1.01611328125,5.8515625,-3.9609375,-3.484375
21,-0.05419921875,0.03125,1.012939453125,3.1484375,-2.8671875,-3.1640625
22,-0.122314453125,0.014404296875,1.037109375,3.7890625,-3.65625,-1.78125
23,-0.02099609375,0.0205078125,1.03515625,6.1796875,-3.6796875,-3.1015625
24,-0.081787109375,-0.013427734375,1.009033203125,5.234375,-4.1796875,-4.171875
