index,ax,ay,az,gx,gy,gz
1,0.32568359375,-0.226318359375,-0.98681640625,1.3515625,2.5546875,0.3515625
2,0.34375,-0.278564453125,-0.8759765625,3.15625,0.21875,-9.34375
3,0.34228515625,-0.2353515625,-0.891357421875,-7,2.78125,5.625
4,0.406982421875,-0.21240234375,-0.947998046875,4.421875,0.5,0.734375
5,0.37109375,-0.177490234375,-0.917724609375,7.125,-6.34375,1.5390625
6,0.3759765625,-0.401123046875,-0.83642578125,-7.59375,-8.2578125,-23.4765625
7,0.09814453125,-0.484130859375,-0.066162109375,-113.40625,-52.0234375,37.328125
8,0.00830078125,0.007568359375,-0.035888671875,-256,45.421875,-123.9140625
9,0.010986328125,0.0009765625,-0.0634765625,-256,98.0390625,-130.828125
10,-2.204345703125,2.603515625,1.99609375,-256,167.7890625,-195.5546875
11,-0.07958984375,1.1689453125,-0.375244140625,-256,-133.4921875,110.8203125
12,-0.11474609375,1.30029296875,0.0966796875,-256,-158.2421875,255.9921875
13,2.07666015625,-2.5185546875,0.40234375,-256,2.9609375,255.9921875
14,-0.6748046875,-1.0263671875,-0.10009765625,-165.03125,138.6171875,237.90625
15,-0.484619140625,-0.64501953125,-0.221923828125,-233.2265625,195.2578125,71.703125
16,0.36279296875,0.495849609375,-2.361328125,-256,255.9921875,-58.5
17,0.119873046875,0.16796875,-1.401123046875,-101.5234375,50.7109375,-6.6875
18,0.056884765625,0.0322265625,-0.957763671875,3.4765625,3.8515625,-2.234375
19,0.025146484375,-0.019287109375,-0.9404296875,5.359375,-6.0859375,-2.2578125
20,0.012939453125,-0.00732421875,-0.99267578125,4.7734375,-3.46875,-2.171875
