index,ax,ay,az,gx,gy,gz
1,0.080810546875,-0.016845703125,-1.057373046875,4.1640625,-5.125,-9.5546875
2,-0.006591796875,-0.042724609375,-0.98583984375,2.09375,-10.078125,-2.6875
3,-0.028076171875,0.02197265625,-1.068115234375,3.859375,-22.0546875,-2.1015625
4,-0.00244140625,-0.01123046875,-1.1171875,16.3046875,-0.0859375,-6.984375
5,0.04248046875,-0.067138671875,-1.0322265625,1.8125,-7.125,4.34375
6,0.02099609375,0.004150390625,-1.11083984375,6.375,-10.28125,3.1796875
7,-0.021728515625,-0.09716796875,-1.021728515625,17.6171875,-1.3359375,1.0703125
8,-0.078369140625,-0.018798828125,-0.940185546875,4.6328125,2.3671875,1.109375
9,-0.03564453125,0.032958984375,-1.01611328125,5.6640625,-1.8125,-2.2890625
10,-0.00244140625,-0.047607421875,-1.010498046875,8.828125,-6.0625,-6.5390625
11,0.050537109375,-0.107666015625,-0.984375,13.4296875,-3.6484375,-10.7421875
12,0.075439453125,-0.076904296875,-0.9697265625,14.71875,-2.1640625,-8.9453125
13,0.01708984375,-0.08544921875,-0.986083984375,10.828125,-3.359375,-5.59375
14,0.04443359375,-0.056640625,-0.932861328125,15.0234375,-7.953125,-3.125
15,-0.017333984375,-0.058349609375,-0.943603515625,16.96875,-7.7109375,-4.546875
16,0.01904296875,-0.092041015625,-0.980712890625,11.6171875,4.84375,1.28125
17,0.059326171875,-0.15087890625,-1.011474609375,12.8671875,-0.9609375,-0.015625
18,0.023681640625,-0.16357421875,-1.064453125,9.953125,-9.421875,4.1953125
19,0.0439453125,-0.18701171875,-0.930419921875,10.2890625,-11.5234375,-1.3671875
20,-0.037109375,-0.119140625,-1.01123046875,15,-8.953125,-2.9921875
21,-0.037353515625,-0.177978515625,-0.94287109375,13.578125,-11.59375,-0.7578125
22,0.01220703125,-0.224365234375,-0.951904296875,11.3359375,-9.734375,-4.1484375
23,-0.0166015625,-0.153564453125,-1.024169921875,4.9453125,-7.484375,-2.3203125
24,-0.0322265625,-0.2578125,-0.990478515625,13.171875,-6.1328125,-5.171875
25,-0.0302734375,-0.214111328125,-0.93505859375,5.328125,-7.078125,0.3984375
26,-0.06005859375,-0.22216796875,-0.93115234375,8.3984375,-4.4140625,0.078125
27,-0.01708984375,-0.247314453125,-1.0029296875,13.2265625,-8.3828125,3.28125
28,-0.028564453125,-0.20263671875,-0.95068359375,8.1953125,-9.09375,1.9609375
29,-0.080078125,-0.203369140625,-0.86181640625,6.953125,-4.453125,-0.390625
