index,ax,ay,az,gx,gy,gz
1,0.23486328125,0.457763671875,0.636474609375,-173.0234375,40.6875,-0.296875
2,0.2626953125,0.057861328125,0.689208984375,54.890625,-42.8984375,46.390625
3,0.628173828125,-0.616943359375,0.534423828125,199.2265625,14.8828125,141.2578125
4,1.179931640625,-1.7958984375,0.629638671875,255.9921875,-29,127.6875
5,1.77783203125,-4.86376953125,0.76171875,254.7890625,-256,-256
6,-0.93798828125,1.453369140625,0.003173828125,255.9921875,-256,255.9921875
7,-0.599365234375,7.999755859375,-5.328369140625,-256,255.9921875,255.9921875
8,-8,-6.3935546875,-7.5458984375,255.9921875,-256,-26.21875
9,-3.71728515625,2.685546875,0.21923828125,255.9921875,-256,255.9921875
10,-5.333740234375,2.767333984375,0.0732421875,255.9921875,-256,255.9921875
11,-6.31640625,3.7978515625,-0.059326171875,-256,-256,255.9921875
12,-3.387939453125,5.183349609375,-1.333251953125,-256,255.9921875,255.9921875
13,0.3798828125,0.64013671875,-0.60791015625,255.9921875,-256,255.9921875
14,0.319580078125,1.63232421875,-0.794189453125,255.9921875,-256,-197.5546875
15,-2.233154296875,2.641845703125,-0.359619140625,-256,255.9921875,255.9921875
16,-0.178466796875,1.20751953125,0.060302734375,255.9921875,-256,255.9921875
17,-0.522705078125,1.082275390625,-0.065185546875,-256,-256,255.9921875
18,0.121337890625,0.257080078125,-0.231689453125,-90.5,-9.578125,-54.703125
19,0.18310546875,0.394775390625,-0.9580078125,14.53125,3.078125,-2.09375
20,0.121826171875,0.2998046875,-0.955810546875,3.671875,-5.109375,-2.8671875
21,0.154296875,0.37548828125,-0.895751953125,6.015625,-4.109375,-2.5234375
22,0.15966796875,0.44775390625,-0.939697265625,5.5390625,-5.859375,-3.734375
23,0.182373046875,0.352294921875,-0.830810546875,6.84375,-4.5,-2.75
24,0.115234375,0.3916015625,-0.915771484375,4.1640625,-4.3671875,-4.46875
