1,0.248291015625,0.75048828125,-0.589599609375,19.9921875,-61.390625,17.6796875
2,0.203369140625,0.734375,-0.44775390625,80.640625,-42.375,-9.875
3,0.068603515625,0.597412109375,-0.700927734375,32.0546875,-139.0703125,-10.1796875
4,-0.05859375,0.013427734375,-0.0458984375,228.0078125,-256,-185.484375
5,-0.103271484375,-0.01611328125,-0.044677734375,58.1796875,-256,-194.1640625
6,-0.079833984375,0.063720703125,-0.017822265625,-121.859375,-256,-176.078125
7,-0.097412109375,0.087158203125,0.01708984375,-242.8125,-256,-145.21875
8,-0.05419921875,0.11572265625,-0.0966796875,-256,-256,-109.984375
9,-0.0966796875,0.101806640625,-0.27734375,-256,-256,-60.671875
10,0.127197265625,0.36279296875,-0.17138671875,255.9921875,-256,255.9921875
11,-0.007568359375,0.726806640625,-0.180908203125,255.9921875,112.890625,196.046875
12,-0.304931640625,0.908447265625,-0.180908203125,255.9921875,255.9921875,255.9921875
13,-0.682373046875,0.453125,-0.18408203125,255.9921875,255.9921875,255.9921875
14,0.01611328125,0.0556640625,-0.038330078125,-256,255.9921875,-24.0234375
15,-0.0107421875,0.01953125,-0.005615234375,-256,255.9921875,-71.5625
16,-0.25146484375,0.255126953125,-0.086181640625,-256,-256,255.9921875
17,7.999755859375,-7.432373046875,-1.71435546875,255.9921875,255.9921875,-256
18,-2.162841796875,-0.81982421875,4.744140625,-256,42.6875,-93.1171875
